#                   file   nse gr rec1 rec2     id1     id2  n_avr a_max a  m  f  g asun_sca asmi_sca pro_sca asun_sol asmi_sol pro_sol      Ls      obs      ifg               utc_start
#                      1     2  3    4    5       6       7      8     910 11 12 13       14       15      16       17       18      19      20       21       22                      23
164E01_2019-064T09-33-39  5710  4 1567 2143    3585    4161  26360 15312 1  5  4  2  145.271  145.267   0.000    0.429    0.426 100.000 350.872 OCC_SOL  SHORT    2019-MAR-05-11:18:38.60
165001_2019-064T13-29-21  5712  2  619  718    6015    6114  26366 13448 1  5  4  2   72.223   67.233   0.000    0.693    0.690 100.000 350.941 OCC_SOL  SHORT    2019-MAR-05-14:32:10.51
165001_2019-064T13-29-21  5712  4 1015 1108    6411    6504  26350 13706 1  5  4  2   72.545   67.241   0.000    0.685    0.684 100.000 350.956 OCC_SOL  SHORT    2019-MAR-05-15:12:22.94
165101_2019-064T15-27-16  5713  2  631 1262    7189    7820  26357 16152 1  5  4  2  143.691   67.318   0.000    0.436    0.429 100.000 350.984 OCC_SOL  SHORT    2019-MAR-05-16:31:26.29
165101_2019-064T15-27-16  5713  4 1575 2156    8134    8715  26350 15214 1  5  4  2  145.271  145.265   0.000    0.429    0.425 100.000 350.999 OCC_SOL  SHORT    2019-MAR-05-17:12:09.73
165301_2019-064T19-23-06  5715  2  620  719   10573   10672  26363 25598 1  5  4  2   72.227   67.233   0.000    0.693    0.690 100.000 351.068 OCC_SOL  SHORT    2019-MAR-05-20:25:59.23
165301_2019-064T19-23-06  5715  4 1016 1109   10969   11062  26350 13705 1  5  4  2   72.538   67.242   0.000    0.685    0.684 100.000 351.082 OCC_SOL  SHORT    2019-MAR-05-21:06:02.41
165401_2019-064T21-20-58  5716  2  633 1274   11749   12390  26338 15937 1  5  4  2  143.700   67.325   0.000    0.436    0.432 100.000 351.110 OCC_SOL  SHORT    2019-MAR-05-22:25:14.53
165401_2019-064T21-20-58  5716  4 1583 2174   12700   13291  26344 15267 1  5  4  2  145.271  145.182   0.000    0.428    0.427 100.000 351.125 OCC_SOL  SHORT    2019-MAR-05-23:05:39.61
165601_2019-065T01-16-40  5718  2  625  724   15153   15252  26347 13362 1  5  4  2   72.224   67.228   0.000    0.693    0.689 100.000 351.194 OCC_SOL  SHORT    2019-MAR-06-02:19:46.63
165601_2019-065T01-16-40  5718  4 1029 1784   15557   16312  26349 13860 1  5  4  2  145.088  145.082   0.000    0.685    0.684 100.000 351.209 OCC_SOL  SHORT    2019-MAR-06-03:01:18.62
165701_2019-065T03-14-36  5719  2  623  722   17000   17099  26314 13753 1  5  4  2   72.216   67.237   0.000    0.693    0.691 100.000 351.236 OCC_SOL  SHORT    2019-MAR-06-04:17:46.05
165701_2019-065T03-14-36  5719  4 1011 1106   17388   17483  26361 13745 1  5  4  2   72.427   67.240   0.000    0.685    0.684 100.000 351.250 OCC_SOL  SHORT    2019-MAR-06-04:57:19.37
165801_2019-065T05-12-32  5720  2  633 1285   18172   18824  26350 15264 1  5  4  2  143.209   67.323   0.000    0.436    0.432 100.000 351.279 OCC_SOL  SHORT    2019-MAR-06-06:16:58.31
165801_2019-065T05-12-32  5720  4 1400 2003     115     718  26350 15198 1  5  4  2  145.213  145.178   0.000    0.429    0.425 100.000 351.293 OCC_SOL  SHORT    2019-MAR-06-06:57:03.63
165901_2019-065T07-10-28  5721  2  625  722    1418    1515  26344 13352 1  5  4  2   74.863   67.235   0.000    0.693    0.690 100.000 351.320 OCC_SOL  SHORT    2019-MAR-06-08:13:40.49
165901_2019-065T07-10-28  5721  4 1011 1108    1804    1901  26347 13574 1  5  4  2   72.321   67.240   0.000    0.685    0.684 100.000 351.334 OCC_SOL  SHORT    2019-MAR-06-08:52:52.51
165A01_2019-065T09-08-21  5722  2  635 1295    2592    3252  26339 15200 1  5  4  2  143.385   67.320   0.000    0.436    0.430 100.000 351.363 OCC_SOL  SHORT    2019-MAR-06-10:12:40.99
165A01_2019-065T09-08-21  5722  4 1598 2208    3556    4166  26350 15212 1  5  4  2  145.360  145.351   0.000    0.429    0.424 100.000 351.377 OCC_SOL  SHORT    2019-MAR-06-10:52:39.80
165C01_2019-065T13-04-03  5724  2  626  726    6029    6129  26348 29879 1  5  4  2   72.171   67.238   0.000    0.693    0.692 100.000 351.446 OCC_SOL  SHORT    2019-MAR-06-14:07:12.18
165C01_2019-065T13-04-03  5724  4 1023 1805    6426    7208  26343 13613 1  5  4  2  145.177  145.169   0.000    0.685    0.684 100.000 351.461 OCC_SOL  SHORT    2019-MAR-06-14:48:16.63
165D01_2019-065T15-01-59  5725  2  625  726    7900    8001  26343 13668 1  5  4  2   74.563   67.235   0.000    0.693    0.690 100.000 351.488 OCC_SOL  SHORT    2019-MAR-06-16:05:11.27
165D01_2019-065T15-01-59  5725  4 1007 1106    8282    8381  26337 13469 1  5  4  2   72.221   67.237   0.000    0.685    0.683 100.000 351.502 OCC_SOL  SHORT    2019-MAR-06-16:44:06.59
166001_2019-065T20-55-45  5728  2  637 1319   11404   12086  26349 15232 1  5  4  2  143.218   67.322   0.000    0.436    0.431 100.000 351.615 OCC_SOL  SHORT    2019-MAR-06-22:00:18.85
166001_2019-065T20-55-45  5728  4 1614 2244   12381   13011  26343 15211 1  5  4  2  145.183  145.181   0.000    0.429    0.427 100.000 351.629 OCC_SOL  SHORT    2019-MAR-06-22:39:39.67
166101_2019-065T22-53-36  5729  2 1161 1164   14251   14254  26362 13223 1  5  4  2   67.252   67.252   0.000    0.691    0.691 100.000 351.676 OCC_SOL  SHORT    2019-MAR-07-00:51:05.17
166301_2019-066T02-49-20  5731  2  627  730   16045   16148  26352 13379 1  5  4  2   74.424   67.238   0.000    0.693    0.690 100.000 351.741 OCC_SOL  SHORT    2019-MAR-07-03:52:46.99
166301_2019-066T02-49-20  5731  4 1019 1832   16437   17250  26359 13799 1  5  4  2  145.177  145.167   0.000    0.685    0.683 100.000 351.755 OCC_SOL  SHORT    2019-MAR-07-04:33:06.57
166401_2019-066T04-47-17  5732  2  639 1335   17957   18653  26355 15273 1  5  4  2  143.260   67.323   0.000    0.435    0.433 100.000 351.783 OCC_SOL  SHORT    2019-MAR-07-05:52:05.62
166401_2019-066T04-47-17  5732  4 1430 2076      55     701  26351 15238 1  5  4  2  145.271  145.262   0.000    0.429    0.424 100.000 351.797 OCC_SOL  SHORT    2019-MAR-07-06:30:57.67
166501_2019-066T06-45-13  5733  2  625  726    1407    1508  26352 13510 1  5  4  2   72.126   67.233   0.000    0.693    0.689 100.000 351.825 OCC_SOL  SHORT    2019-MAR-07-07:48:53.32
166501_2019-066T06-45-13  5733  4 1001 1100    1783    1882  26343 13629 1  5  4  2   72.219   67.238   0.000    0.685    0.684 100.000 351.838 OCC_SOL  SHORT    2019-MAR-07-08:26:58.60
166601_2019-066T08-43-09  5734  2  641 1344    2583    3286  26352 15848 1  5  4  2  143.856   67.322   0.000    0.435    0.428 100.000 351.867 OCC_SOL  SHORT    2019-MAR-07-09:47:55.90
166601_2019-066T08-43-09  5734  4 1631 2287    3574    4230  26344 15301 1  5  4  2  145.183  145.170   0.000    0.429    0.422 100.000 351.881 OCC_SOL  SHORT    2019-MAR-07-10:26:33.59
166701_2019-066T10-40-59  5735  2  626 1529    4938    5841  26351 13714 1  5  4  2  143.630   67.236   0.000    0.693    0.690 100.000 351.909 OCC_SOL  SHORT    2019-MAR-07-11:44:34.36
166701_2019-066T10-40-59  5735  4 1802 1903    6115    6216  26353 13612 1  5  4  2   72.118   67.234   0.000    0.685    0.683 100.000 351.922 OCC_SOL  SHORT    2019-MAR-07-12:22:29.49
166901_2019-066T14-36-45  5737  2  629  734    8067    8172  26342 13250 1  5  4  2   73.410   67.235   0.000    0.693    0.691 100.000 351.993 OCC_SOL  SHORT    2019-MAR-07-15:40:26.22
166901_2019-066T14-36-45  5737  4 1001 1102    8439    8540  26343 13420 1  5  4  2   72.128   67.239   0.000    0.685    0.684 100.000 352.006 OCC_SOL  SHORT    2019-MAR-07-16:18:09.31
166A01_2019-066T16-34-41  5738  2  643 1363    9247    9967  26346 15184 1  5  4  2  143.326   67.320   0.000    0.435    0.430 100.000 352.035 OCC_SOL  SHORT    2019-MAR-07-17:39:50.83
166A01_2019-066T16-34-41  5738  4 1644 2315   10249   10920  26339 15257 1  5  4  2  145.008  144.997   0.000    0.429    0.423 100.000 352.049 OCC_SOL  SHORT    2019-MAR-07-18:17:52.59
166C01_2019-066T20-30-32  5740  2  633 1561   12802   13730  26339 13652 1  5  4  2  144.103   67.237   0.000    0.693    0.691 100.000 352.118 OCC_SOL  SHORT    2019-MAR-07-21:34:13.67
166C01_2019-066T20-30-32  5740  4 1828 1931   13998   14101  26324 13640 1  5  4  2   72.031   67.243   0.000    0.685    0.684 100.000 352.132 OCC_SOL  SHORT    2019-MAR-07-22:11:38.89
166D01_2019-066T22-28-26  5741  2  643 1378   14808   15543  26348 15194 1  5  4  2  143.365   67.322   0.000    0.435    0.432 100.000 352.161 OCC_SOL  SHORT    2019-MAR-07-23:33:29.19
166D01_2019-066T22-28-26  5741  4 1655 2340   15820   16505  26349 15233 1  5  4  2  145.359  145.269   0.000    0.429    0.427 100.000 352.174 OCC_SOL  SHORT    2019-MAR-08-00:11:17.67
166F01_2019-067T02-24-10  5743  2  629  734   18381   18486  26344 13359 1  5  4  2   74.289   67.236   0.000    0.693    0.691 100.000 352.244 OCC_SOL  SHORT    2019-MAR-08-03:28:06.11
166F01_2019-067T02-24-10  5743  4  993 1096   18745   18848  26354 13473 1  5  4  2   74.426   67.236   0.000    0.685    0.684 100.000 352.257 OCC_SOL  SHORT    2019-MAR-08-04:05:02.31
167001_2019-067T04-22-06  5744  2  635 1586   19549   20500  26346 13808 1  5  4  2  143.709   67.589   0.000    0.693    0.689 100.000 352.286 OCC_SOL  SHORT    2019-MAR-08-05:26:06.66
167001_2019-067T04-22-06  5744  4 1649 1752      31     134  26342 13347 1  5  4  2   74.421   67.242   0.000    0.685    0.684 100.000 352.299 OCC_SOL  SHORT    2019-MAR-08-06:02:52.02
167101_2019-067T06-20-05  5745  2  645 1396     845    1596  26348 15221 1  5  4  2  143.406   67.321   0.000    0.435    0.431 100.000 352.329 OCC_SOL  SHORT    2019-MAR-08-07:25:24.45
167101_2019-067T06-20-05  5745  4 1665 2370    1866    2571  26338 15235 1  5  4  2  145.272  145.259   0.000    0.429    0.423 100.000 352.342 OCC_SOL  SHORT    2019-MAR-08-08:02:38.54
167C01_2019-068T03-57-02  5756  2   19  128      19     128  26360 13539 1  5  4  2   71.872   67.244   0.000    0.685    0.684 100.000 352.802 OCC_SOL  SHORT    2019-MAR-09-05:36:38.19
167D01_2019-068T05-55-00  5757  2  649 1471     849    1671  26352 15179 1  5  4  2  143.756   67.322   0.000    0.434    0.431 100.000 352.832 OCC_SOL  SHORT    2019-MAR-09-07:01:08.15
167D01_2019-068T05-55-00  5757  4 1718 2492    1918    2692  26352 15241 1  5  4  2  145.272  145.263   0.000    0.429    0.425 100.000 352.844 OCC_SOL  SHORT    2019-MAR-09-07:36:21.67
167E01_2019-068T07-52-58  5758  2  639  752    3426    3539  26337 13347 1  5  4  2   73.792   67.238   0.000    0.692    0.691 100.000 352.873 OCC_SOL  SHORT    2019-MAR-09-08:57:28.61
167E01_2019-068T07-52-58  5758  4  982 1092    3769    3879  26355 13628 1  5  4  2   73.132   67.240   0.000    0.685    0.684 100.000 352.885 OCC_SOL  SHORT    2019-MAR-09-09:32:07.51
167F01_2019-068T09-50-53  5759  2  637 1702    4590    5656  26349 13893 1  5  4  2  144.006   67.238   0.000    0.692    0.691 100.000 352.915 OCC_SOL  SHORT    2019-MAR-09-10:55:26.46
167F01_2019-068T09-50-53  5759  4 1933 2044    5888    5999  26356 13886 1  5  4  2   71.686   67.241   0.000    0.685    0.684 100.000 352.927 OCC_SOL  SHORT    2019-MAR-09-11:30:03.63
168001_2019-068T11-48-45  5760  2 2976 3835    9049    9908  26346 15225 1  5  4  2  143.730   67.321   0.000    0.434    0.431 100.000 353.041 OCC_SOL  SHORT    2019-MAR-09-16:50:46.22
168001_2019-068T11-48-45  5760  4 4070 4880   10144   10954  26355 15182 1  5  4  2  145.359  145.351   0.000    0.429    0.424 100.000 353.053 OCC_SOL  SHORT    2019-MAR-09-17:25:15.60
168301_2019-068T17-42-29  5763  2  639  756   11690   11807  26344 13362 1  5  4  2   73.570   67.238   0.000    0.692    0.691 100.000 353.082 OCC_SOL  SHORT    2019-MAR-09-18:47:13.39
168301_2019-068T17-42-29  5763  4  987 2014   12038   13065  26351 13890 1  5  4  2  145.176  145.167   0.000    0.685    0.684 100.000 353.095 OCC_SOL  SHORT    2019-MAR-09-19:23:05.57
168401_2019-068T19-40-27  5764  2  655 1529   13805   14679  26356 15752 1  5  4  2  144.129   67.322   0.000    0.434    0.429 100.000 353.125 OCC_SOL  SHORT    2019-MAR-09-20:46:56.86
168401_2019-068T19-40-27  5764  4 1758 2583   14909   15734  26356 15132 1  5  4  2  145.272  145.263   0.000    0.429    0.424 100.000 353.137 OCC_SOL  SHORT    2019-MAR-09-21:20:55.61
168501_2019-068T21-38-23  5765  2  637  754   16469   16586  26362 13438 1  5  4  2   73.572   67.239   0.000    0.692    0.691 100.000 353.166 OCC_SOL  SHORT    2019-MAR-09-22:43:13.19
168501_2019-068T21-38-23  5765  4  967 1082   16799   16914  26350 13665 1  5  4  2   71.536   67.243   0.000    0.685    0.684 100.000 353.178 OCC_SOL  SHORT    2019-MAR-09-23:16:47.26
168601_2019-068T23-36-16  5766  2  655 1548   17645   18538  26356 15196 1  5  4  2  143.734   67.323   0.000    0.434    0.432 100.000 353.208 OCC_SOL  SHORT    2019-MAR-10-00:42:46.79
168601_2019-068T23-36-16  5766  4 1773 2614   18764   19605  26359 15164 1  5  4  2  145.271  145.269   0.000    0.429    0.427 100.000 353.220 OCC_SOL  SHORT    2019-MAR-10-01:16:25.57
168801_2019-069T03-32-04  5768  2  640 1792   21510   22662  26358 27120 1  5  4  2  143.726   67.237   0.000    0.692    0.691 100.000 353.291 OCC_SOL  SHORT    2019-MAR-10-04:37:02.10
168801_2019-069T03-32-04  5768  4 1999 2116   22870   22987  26366 13765 1  5  4  2   73.572   67.240   0.000    0.685    0.684 100.000 353.303 OCC_SOL  SHORT    2019-MAR-10-05:10:06.86
168901_2019-069T05-30-02  5769  2  643 1799   23708   24864  26361 30327 1  5  4  2  144.226   67.238   0.000    0.692    0.691 100.000 353.333 OCC_SOL  SHORT    2019-MAR-10-06:35:06.12
169E01_2019-070T22-46-48  5790  1    1 1174   24892   26065  26193 12753 1  5  4  2  145.265  145.183   0.000    0.429    0.428 100.000 354.220 OCC_SOL  SHORT    2019-MAR-12-00:22:24.49
173401_2019-083T05-57-01  5940  2  507  742    5803    6038  26327 12998 1  5  4  2   73.576   67.241   0.000    0.687    0.684 100.000   0.408 OCC_SOL  SHORT    2019-MAR-24-07:09:54.33
173601_2019-083T09-52-56  5942  2  501  742    7435    7676  26331 13182 1  5  4  2   72.771   67.240   0.000    0.687    0.684 100.000   0.489 OCC_SOL  SHORT    2019-MAR-24-11:05:16.36
173A01_2019-083T17-45-03  5946  2  497  746     639     888  26335 13189 1  5  4  2   73.262   67.241   0.000    0.687    0.684 100.000   0.653 OCC_SOL  SHORT    2019-MAR-24-18:56:47.31
173B01_2019-083T19-43-00  5947  2  495  746    1455    1706  26334 13049 1  5  4  2   72.252   67.245   0.000    0.687    0.684 100.000   0.693 OCC_SOL  SHORT    2019-MAR-24-20:54:36.91
173D01_2019-083T23-38-56  5949  2  495  748    3089    3342  26333 13039 1  5  4  2   72.758   67.236   0.000    0.687    0.683 100.000   0.775 OCC_SOL  SHORT    2019-MAR-25-00:50:31.77
173F01_2019-084T03-35-02  5951  2   69  276    4297    4504  26344 17394 1  5  4  2   73.178   67.012   0.000    0.521    0.038 100.000   0.000 OCC_SOL  SHORT    2019-MAR-25-03:44:43.59
174101_2019-084T07-30-57  5953  2  495  758    6363    6626  26358 13322 1  5  4  2   72.906   67.240   0.000    0.687    0.684 100.000   0.938 OCC_SOL  SHORT    2019-MAR-25-08:41:47.78
174301_2019-084T11-26-51  5955  2  495  762    8009    8276  26359 13205 1  5  4  2   72.825   67.238   0.000    0.687    0.684 100.000   1.020 OCC_SOL  SHORT    2019-MAR-25-12:37:37.53
174501_2019-084T15-22-54  5957  2  495  766    9659    9930  26360 13324 1  5  4  2   72.736   67.239   0.000    0.687    0.684 100.000   1.101 OCC_SOL  SHORT    2019-MAR-25-16:33:26.67
174601_2019-084T17-20-53  5958  2  507 4763   10497   14753  26356 14848 1  5  4  2  145.056   67.325   0.000    0.432    0.427 100.000   1.143 OCC_SOL  SHORT    2019-MAR-25-18:33:25.17
176501_2019-087T06-17-24  5989  1    1  914   15123   16036  26200 12484 1  5  4  2  145.537  145.534   0.000    0.429    0.428 100.000   2.403 OCC_SOL  SHORT    2019-MAR-28-07:28:40.55
178B01_2019-090T08-58-12  6027  2   63  912      63     912  26210 12054 1  5  4  2  143.990   67.237   0.000    0.685    0.683 100.000   3.940 OCC_SOL  SHORT    2019-MAR-31-10:03:25.03
178B01_2019-090T08-58-12  6027  4 1119 2012    1120    2013  26207 12079 1  5  4  2  145.182  145.096   0.000    0.692    0.690 100.000   3.953 OCC_SOL  SHORT    2019-MAR-31-10:42:42.80
178C01_2019-090T10-56-04  6028  2  473 1144    2527    3198  26219 13162 1  5  4  2  143.880   67.321   0.000    0.429    0.423 100.000   3.980 OCC_SOL  SHORT    2019-MAR-31-12:02:18.53
178C01_2019-090T10-56-04  6028  4 1351 2042    3406    4097  26220 13273 1  5  4  2  145.278  145.275   0.000    0.437    0.435 100.000   3.994 OCC_SOL  SHORT    2019-MAR-31-12:40:38.79
178D01_2019-090T12-53-57  6029  2  465  536    4611    4682  26239 12308 1  5  4  2   74.381   67.248   0.000    0.685    0.683 100.000   4.020 OCC_SOL  SHORT    2019-MAR-31-13:59:01.93
178D01_2019-090T12-53-57  6029  4  733  806    4879    4952  26228 12116 1  5  4  2   73.973   67.249   0.000    0.692    0.690 100.000   4.033 OCC_SOL  SHORT    2019-MAR-31-14:36:40.20
179001_2019-090T18-47-44  6032  2  467 1119    7125    7777  26265 14233 1  5  4  2  144.222   67.322   0.000    0.429    0.425 100.000   4.142 OCC_SOL  SHORT    2019-MAR-31-19:53:56.40
179001_2019-090T18-47-44  6032  4 1328 2004    7987    8663  26270 14235 1  5  4  2  145.190  145.188   0.000    0.437    0.435 100.000   4.155 OCC_SOL  SHORT    2019-MAR-31-20:32:40.42
179101_2019-090T20-45-38  6033  2  459 1274    9169    9984  26280 12777 1  5  4  2  144.030   67.238   0.000    0.685    0.683 100.000   4.182 OCC_SOL  SHORT    2019-MAR-31-21:50:42.90
179101_2019-090T20-45-38  6033  4 1475 1546   10186   10257  26273 12156 1  5  4  2   74.163   67.249   0.000    0.692    0.691 100.000   4.195 OCC_SOL  SHORT    2019-MAR-31-22:28:45.10
179201_2019-090T22-43-29  6034  2  457 1270   10746   11559  26292 12867 1  5  4  2  144.028   67.238   0.000    0.685    0.683 100.000   4.222 OCC_SOL  SHORT    2019-MAR-31-23:48:32.42
179201_2019-090T22-43-29  6034  4 1471 1542   11761   11832  26291 12367 1  5  4  2   74.166   67.249   0.000    0.692    0.691 100.000   4.235 OCC_SOL  SHORT    2019-APR-01-00:26:35.49
179301_2019-091T00-41-21  6035  2  463 1104   12327   12968  26298 14464 1  5  4  2  143.815   67.321   0.000    0.429    0.424 100.000   4.263 OCC_SOL  SHORT    2019-APR-01-01:47:26.92
179301_2019-091T00-41-21  6035  4 1315 1977   13180   13842  26303 14505 1  5  4  2  145.278  145.275   0.000    0.437    0.435 100.000   4.276 OCC_SOL  SHORT    2019-APR-01-02:26:26.62
179501_2019-091T04-37-13  6037  2  453  522   15166   15235  26311 13038 1  5  4  2   70.800   67.237   0.000    0.685    0.683 100.000   4.343 OCC_SOL  SHORT    2019-APR-01-05:42:05.81
179501_2019-091T04-37-13  6037  4  721  792   15434   15505  26312 12818 1  5  4  2   70.710   67.249   0.000    0.692    0.691 100.000   4.356 OCC_SOL  SHORT    2019-APR-01-06:20:30.05
179601_2019-091T06-35-09  6038  2  459 1089   15996   16626  26324 15217 1  5  4  2  144.184   67.324   0.000    0.429    0.424 100.000   4.384 OCC_SOL  SHORT    2019-APR-01-07:41:08.26
179601_2019-091T06-35-09  6038  4 1302 1955   16840   17493  26318 14554 1  5  4  2  145.177  143.782   0.000    0.437    0.435 100.000   4.397 OCC_SOL  SHORT    2019-APR-01-08:20:26.44
179701_2019-091T08-33-04  6039  2  451  520   17989   18058  26328 13018 1  5  4  2   70.987   67.236   0.000    0.685    0.683 100.000   4.424 OCC_SOL  SHORT    2019-APR-01-09:37:44.84
179701_2019-091T08-33-04  6039  4  721  790   18259   18328  26332 12769 1  5  4  2   73.036   67.249   0.000    0.692    0.691 100.000   4.437 OCC_SOL  SHORT    2019-APR-01-10:16:33.92
179801_2019-091T10-30-55  6040  2  313 1098      63     848  26321 13405 1  5  4  2  143.886   67.236   0.000    0.685    0.683 100.000   4.464 OCC_SOL  SHORT    2019-APR-01-11:35:42.09
179801_2019-091T10-30-55  6040  4 1303 1372    1053    1122  26332 12840 1  5  4  2   74.367   67.198   0.000    0.693    0.681 100.000   4.477 OCC_SOL  SHORT    2019-APR-01-12:14:25.27
179901_2019-091T12-28-47  6041  2  457 1080    1609    2232  26319 14700 1  5  4  2  143.523   67.321   0.000    0.429    0.424 100.000   4.505 OCC_SOL  SHORT    2019-APR-01-13:34:28.46
179901_2019-091T12-28-47  6041  4 1293 1936    2446    3089  26319 14627 1  5  4  2  145.278  145.275   0.000    0.437    0.435 100.000   4.518 OCC_SOL  SHORT    2019-APR-01-14:14:11.56
179C01_2019-091T18-22-33  6044  2  448  514    5220    5286  26342 13115 1  5  4  2   70.964   67.237   0.000    0.685    0.683 100.000   4.625 OCC_SOL  SHORT    2019-APR-01-19:27:03.34
179C01_2019-091T18-22-33  6044  4  719  788    5491    5560  26336 12917 1  5  4  2   74.364   67.249   0.000    0.692    0.690 100.000   4.639 OCC_SOL  SHORT    2019-APR-01-20:06:15.14
179D01_2019-091T20-20-28  6045  2  455 1061    6045    6651  26334 14688 1  5  4  2  143.732   67.322   0.000    0.429    0.425 100.000   4.666 OCC_SOL  SHORT    2019-APR-01-21:26:15.52
179D01_2019-091T20-20-28  6045  4 1278 1908    6869    7499  26336 14709 1  5  4  2  145.365  145.363   0.000    0.437    0.435 100.000   4.680 OCC_SOL  SHORT    2019-APR-01-22:06:08.61
179E01_2019-091T22-18-19  6046  2  447  514    7989    8056  26338 13169 1  5  4  2   70.907   67.237   0.000    0.685    0.683 100.000   4.706 OCC_SOL  SHORT    2019-APR-01-23:22:42.91
179E01_2019-091T22-18-19  6046  4  721  790    8263    8332  26323 12900 1  5  4  2   70.808   67.249   0.000    0.692    0.690 100.000   4.719 OCC_SOL  SHORT    2019-APR-02-00:02:14.12
179F01_2019-092T00-16-10  6047  2  455 1054    8815    9414  26352 15426 1  5  4  2  144.301   67.323   0.000    0.429    0.425 100.000   4.747 OCC_SOL  SHORT    2019-APR-02-01:21:50.39
179F01_2019-092T00-16-10  6047  4 1273 1895    9634   10256  26347 14728 1  5  4  2  145.356  145.275   0.000    0.437    0.435 100.000   4.760 OCC_SOL  SHORT    2019-APR-02-02:01:55.68
17A101_2019-092T04-11-59  6049  2  447 1197   11564   12314  26350 13436 1  5  4  2  144.132   67.235   0.000    0.685    0.683 100.000   4.827 OCC_SOL  SHORT    2019-APR-02-05:16:28.33
17A101_2019-092T04-11-59  6049  4 1416 2205   12534   13323  26350 13328 1  5  4  2  145.182  145.179   0.000    0.692    0.691 100.000   4.841 OCC_SOL  SHORT    2019-APR-02-05:57:55.61
17A201_2019-092T06-09-57  6050  2  449  514   13807   13872  26357 13466 1  5  4  2   72.422   67.238   0.000    0.685    0.684 100.000   4.867 OCC_SOL  SHORT    2019-APR-02-07:14:31.68
17A201_2019-092T06-09-57  6050  4  723  792   14081   14150  26353 13028 1  5  4  2   70.809   67.249   0.000    0.693    0.691 100.000   4.881 OCC_SOL  SHORT    2019-APR-02-07:53:57.00
17A301_2019-092T08-07-54  6051  2  457 1048   14635   15226  26354 15751 1  5  4  2  144.112   67.321   0.000    0.429    0.424 100.000   4.908 OCC_SOL  SHORT    2019-APR-02-09:13:18.38
17A301_2019-092T08-07-54  6051  4 1271 1881   15450   16060  26359 14658 1  5  4  2  145.448  145.363   0.000    0.437    0.435 100.000   4.922 OCC_SOL  SHORT    2019-APR-02-09:53:50.60
17A401_2019-092T10-05-45  6052  2  449 1190   16552   17294  26351 13644 1  5  4  2  143.744   67.235   0.000    0.685    0.683 100.000   4.948 OCC_SOL  SHORT    2019-APR-02-11:09:59.84
17A401_2019-092T10-05-45  6052  4 1415 2196   17520   18301  26366 13427 1  5  4  2  145.182  145.097   0.000    0.692    0.691 100.000   4.962 OCC_SOL  SHORT    2019-APR-02-11:51:44.68
17A501_2019-092T12-03-35  6053  2  457 1043   18793   19379  26365 14641 1  5  4  2  143.576   67.321   0.000    0.429    0.424 100.000   4.988 OCC_SOL  SHORT    2019-APR-02-13:09:00.94
17A501_2019-092T12-03-35  6053  4 1268 1874   19605   20211  26356 14671 1  5  4  2  145.277  145.275   0.000    0.437    0.435 100.000   5.002 OCC_SOL  SHORT    2019-APR-02-13:49:39.56
17C601_2019-095T04-54-00  6086  1    1  541   20558   21098  26196 12696 1  5  4  2  145.277  145.188   0.000    0.437    0.435 100.000   6.328 OCC_SOL  SHORT    2019-APR-05-06:41:25.47
17EC01_2019-098T07-33-39  6124  2  449 1046     789    1386  26221 12388 1  5  4  2  143.856   67.236   0.000    0.686    0.683 100.000   7.833 OCC_SOL  SHORT    2019-APR-08-08:36:36.41
17ED01_2019-098T09-31-33  6125  2  763 1255    2484    2976  26275 13295 1  5  4  2  145.175  143.780   0.000    0.437    0.435 100.000   7.888 OCC_SOL  SHORT    2019-APR-08-11:19:50.58
17EE01_2019-098T11-29-27  6126  2  443 1038    3451    4046  26287 12008 1  5  4  2  144.027   67.234   0.000    0.686    0.683 100.000   7.912 OCC_SOL  SHORT    2019-APR-08-12:32:18.46
17EF01_2019-098T13-27-15  6127  2  753 1244    5128    5619  26310 13970 1  5  4  2  145.276  145.274   0.000    0.437    0.435 100.000   7.968 OCC_SOL  SHORT    2019-APR-08-15:15:31.51
17F101_2019-098T17-23-00  6129  2  745 1365    7217    7837  26343 12526 1  5  4  2  145.181  145.178   0.000    0.693    0.691 100.000   8.047 OCC_SOL  SHORT    2019-APR-08-19:11:20.62
17F301_2019-098T21-18-48  6131  2  757 1376    9443   10062  26377 12684 1  5  4  2  145.169  145.090   0.000    0.693    0.692 100.000   8.127 OCC_SOL  SHORT    2019-APR-08-23:07:12.66
17F401_2019-098T23-16-41  6132  2  447  912   10534   10999  26381 14420 1  5  4  2  143.601   67.318   0.000    0.430    0.423 100.000   8.152 OCC_SOL  SHORT    2019-APR-09-00:20:23.41
17F501_2019-099T01-14-31  6133  2  743  802   12071   12130  26389 12853 1  5  4  2   71.406   67.249   0.000    0.694    0.693 100.000   8.206 OCC_SOL  SHORT    2019-APR-09-03:01:04.01
17F701_2019-099T05-10-14  6135  2  753 1232   13725   14204  26410 14491 1  5  4  2  145.204  145.188   0.000    0.438    0.437 100.000   8.287 OCC_SOL  SHORT    2019-APR-09-06:58:42.73
17F801_2019-099T07-08-09  6136  2  439  496   14676   14733  26418 13347 1  5  4  2   75.827   67.239   0.000    0.686    0.684 100.000   8.311 OCC_SOL  SHORT    2019-APR-09-08:11:07.23
