#                   file   nse gr rec1 rec2     id1     id2  n_avr a_max a  m  f  g asun_sca asmi_sca pro_sca asun_sol asmi_sol pro_sol      Ls      obs      ifg               utc_start
#                      1     2  3    4    5       6       7      8     910 11 12 13       14       15      16       17       18      19      20       21       22                      23
17F901_2019-099T09-06-06  6137  2  607  666     299     358  26374 13286 1  5  4  2   75.548   67.249   0.000    0.694    0.693 100.000   8.366 OCC_SOL  SHORT    2019-APR-09-10:52:40.14
17FA01_2019-099T11-04-00  6138  2  445  908     823    1286  26380 14552 1  5  4  2  143.592   67.323   0.000    0.430    0.426 100.000   8.391 OCC_SOL  SHORT    2019-APR-09-12:07:41.52
17FB01_2019-099T13-01-50  6139  2  755 1365    2369    2979  26370 13312 1  5  4  2  145.182  145.180   0.000    0.694    0.693 100.000   8.446 OCC_SOL  SHORT    2019-APR-09-14:50:18.58
17FD01_2019-099T16-57-32  6141  2  755 1230    4584    5059  26369 14662 1  5  4  2  145.277  145.276   0.000    0.438    0.437 100.000   8.526 OCC_SOL  SHORT    2019-APR-09-18:46:04.63
180001_2019-099T22-51-15  6144  2  441  498    7181    7238  26372 13219 1  5  4  2   71.534   67.238   0.000    0.686    0.683 100.000   8.630 OCC_SOL  SHORT    2019-APR-09-23:54:08.44
180101_2019-100T00-49-06  6145  2  752 1227    8319    8794  26364 14584 1  5  4  2  145.189  145.188   0.000    0.438    0.436 100.000   8.685 OCC_SOL  SHORT    2019-APR-10-02:37:38.70
180301_2019-100T04-44-45  6147  2  745  806   10394   10455  26366 13053 1  5  4  2   71.263   67.249   0.000    0.694    0.693 100.000   8.764 OCC_SOL  SHORT    2019-APR-10-06:31:35.66
180401_2019-100T06-42-42  6148  2  439  496   10912   10969  26381 13167 1  5  4  2   71.540   67.238   0.000    0.686    0.685 100.000   8.789 OCC_SOL  SHORT    2019-APR-10-07:45:31.31
180501_2019-100T08-40-38  6149  2  753 1223   12052   12522  26366 14526 1  5  4  2  145.277  145.276   0.000    0.438    0.437 100.000   8.844 OCC_SOL  SHORT    2019-APR-10-10:29:15.71
182801_2019-103T05-26-11  6184  1    1  435   12704   13138  26218 12530 1  5  4  2  145.196  145.182   0.000    0.430    0.429 100.000  10.219 OCC_SOL  SHORT    2019-APR-13-06:31:51.90
184B01_2019-106T02-11-56  6219  2   57  482     427     852  26246 27943 1  5  4  2   73.121   67.244   0.000    0.686    0.683 100.000  11.583 OCC_SOL  SHORT    2019-APR-16-02:19:59.13
184C01_2019-106T04-09-47  6220  2  441  498    1647    1704  26284 11863 1  5  4  2   71.535   67.235   0.000    0.686    0.685 100.000  11.641 OCC_SOL  SHORT    2019-APR-16-05:12:11.83
184D01_2019-106T06-07-37  6221  2  755  814    2793    2852  26278 11542 1  5  4  2   71.397   67.248   0.000    0.694    0.693 100.000  11.695 OCC_SOL  SHORT    2019-APR-16-07:54:42.52
184E01_2019-106T08-05-29  6222  2  445  887    3313    3756  26283 13982 1  5  4  2  142.984   67.321   0.000    0.430    0.425 100.000  11.720 OCC_SOL  SHORT    2019-APR-16-09:08:43.86
184F01_2019-106T10-03-25  6223  2  751  810    4842    4901  26303 12089 1  5  4  2   75.539   67.248   0.000    0.694    0.693 100.000  11.774 OCC_SOL  SHORT    2019-APR-16-11:50:31.53
185001_2019-106T12-01-21  6224  2  443  886    5360    5803  26309 14256 1  5  4  2  143.165   67.320   0.000    0.429    0.425 100.000  11.799 OCC_SOL  SHORT    2019-APR-16-13:04:41.83
185201_2019-106T15-57-05  6226  2  433  490    7390    7447  26315 12929 1  5  4  2   71.540   67.235   0.000    0.686    0.684 100.000  11.877 OCC_SOL  SHORT    2019-APR-16-16:59:26.83
185301_2019-106T17-54-55  6227  2  751 1208    8528    8985  26332 14345 1  5  4  2  145.275  145.274   0.000    0.437    0.437 100.000  11.932 OCC_SOL  SHORT    2019-APR-16-19:43:52.60
185401_2019-106T19-52-49  6228  2  433  986    9448   10001  26338 13098 1  5  4  2  143.487   67.238   0.000    0.687    0.684 100.000  11.956 OCC_SOL  SHORT    2019-APR-16-20:55:23.78
185501_2019-106T21-50-43  6229  2  751 1332   11083   11664  26349 12885 1  5  4  2  145.089  143.690   0.000    0.694    0.693 100.000  12.011 OCC_SOL  SHORT    2019-APR-16-23:39:40.63
185601_2019-106T23-48-38  6230  2  439  881   12128   12570  26349 14429 1  5  4  2  143.160   67.321   0.000    0.430    0.426 100.000  12.035 OCC_SOL  SHORT    2019-APR-17-00:51:59.74
185801_2019-107T03-44-21  6232  2  437  494   14157   14214  26338 13085 1  5  4  2   71.533   67.235   0.000    0.686    0.684 100.000  12.114 OCC_SOL  SHORT    2019-APR-17-04:46:55.71
185901_2019-107T05-42-10  6233  2  757 1213     843    1299  26359 14399 1  5  4  2  145.276  145.274   0.000    0.438    0.436 100.000  12.169 OCC_SOL  SHORT    2019-APR-17-07:31:04.66
185A01_2019-107T07-40-02  6234  2  439  494    1769    1824  26379 13212 1  5  4  2   71.690   67.236   0.000    0.686    0.684 100.000  12.193 OCC_SOL  SHORT    2019-APR-17-08:42:43.93
185B01_2019-107T09-37-57  6235  2  761 1347    2915    3501  26369 13186 1  5  4  2  145.173  145.090   0.000    0.694    0.693 100.000  12.247 OCC_SOL  SHORT    2019-APR-17-11:26:55.70
185C01_2019-107T11-35-54  6236  2  441  882    3967    4408  26368 14491 1  5  4  2  143.155   67.319   0.000    0.430    0.424 100.000  12.272 OCC_SOL  SHORT    2019-APR-17-12:39:14.75
185E01_2019-107T15-31-39  6238  2  437  994    6006    6563  26375 13438 1  5  4  2  143.422   67.235   0.000    0.687    0.684 100.000  12.350 OCC_SOL  SHORT    2019-APR-17-16:34:12.81
185F01_2019-107T17-29-27  6239  2  758 1215    7655    8112  26380 14422 1  5  4  2  145.275  145.274   0.000    0.438    0.436 100.000  12.405 OCC_SOL  SHORT    2019-APR-17-19:18:19.86
186001_2019-107T19-27-19  6240  2  437  991    8580    9134  26371 13509 1  5  4  2  143.399   67.237   0.000    0.687    0.685 100.000  12.429 OCC_SOL  SHORT    2019-APR-17-20:29:52.76
186101_2019-107T21-25-14  6241  2  757 1214   10224   10681  26381 14421 1  5  4  2  145.187  145.186   0.000    0.438    0.437 100.000  12.484 OCC_SOL  SHORT    2019-APR-17-23:14:06.87
186401_2019-108T03-18-54  6244  2  437  991   12793   13347  26383 13635 1  5  4  2  143.852   67.236   0.000    0.687    0.684 100.000  12.586 OCC_SOL  SHORT    2019-APR-18-04:21:34.43
188C01_2019-111T09-53-59  6284  1    1  455   14331   14785  26201 12404 1  5  4  2  145.225  145.182   0.000    0.430    0.429 100.000  14.157 OCC_SOL  SHORT    2019-APR-21-11:00:03.78
18B101_2019-114T10-35-47  6321  2  169  204     169     204  26409 13422 1  5  4  2   74.163   67.247   0.000    0.694    0.694 100.000  15.616 OCC_SOL  SHORT    2019-APR-24-12:22:01.22
18B201_2019-114T12-33-43  6322  2  257  752     473     968  26389 14450 1  5  4  2  144.013   67.319   0.000    0.431    0.425 100.000  15.641 OCC_SOL  SHORT    2019-APR-24-13:37:55.45
18B301_2019-114T14-31-39  6323  2  429  464    1583    1618  26334 12757 1  5  4  2   69.834   67.247   0.000    0.694    0.694 100.000  15.694 OCC_SOL  SHORT    2019-APR-24-16:17:48.98
18B401_2019-114T16-29-35  6324  2  257  292    1887    1922  26362 12835 1  5  4  2   74.153   67.239   0.000    0.687    0.686 100.000  15.719 OCC_SOL  SHORT    2019-APR-24-17:32:53.43
18B601_2019-114T20-25-16  6326  2  261  764    2845    3348  26340 14320 1  5  4  2  144.031   67.321   0.000    0.431    0.426 100.000  15.797 OCC_SOL  SHORT    2019-APR-24-21:29:29.33
18B701_2019-114T22-23-08  6327  2  429  466    3966    4003  26343 12388 1  5  4  2   67.603   67.598   0.000    0.695    0.694 100.000  15.850 OCC_SOL  SHORT    2019-APR-25-00:08:56.86
18B801_2019-115T00-21-04  6328  2  261  766    4276    4781  26338 14327 1  5  4  2  144.038   67.321   0.000    0.431    0.426 100.000  15.875 OCC_SOL  SHORT    2019-APR-25-01:25:21.24
18B901_2019-115T02-19-00  6329  2  429  466    5399    5436  26323 12227 1  5  4  2   67.251   67.247   0.000    0.695    0.694 100.000  15.928 OCC_SOL  SHORT    2019-APR-25-04:04:44.82
18BA01_2019-115T04-16-54  6330  2  259  895    5707    6343  26337 12692 1  5  4  2  144.512   67.232   0.000    0.688    0.685 100.000  15.953 OCC_SOL  SHORT    2019-APR-25-05:20:37.19
18BC01_2019-115T08-12-39  6332  2  261  769    7271    7779  26337 14264 1  5  4  2  144.046   67.319   0.000    0.431    0.425 100.000  16.031 OCC_SOL  SHORT    2019-APR-25-09:16:56.23
18C801_2019-116T07-47-22  6344  2  257  292     929     964  26262 11280 1  5  4  2   67.243   67.234   0.000    0.688    0.685 100.000  16.498 OCC_SOL  SHORT    2019-APR-26-08:51:10.82
18C801_2019-116T07-47-22  6344  4  429 1139    1101    1811  26254 11882 1  5  4  2  145.180  145.090   0.000    0.694    0.693 100.000  16.512 OCC_SOL  SHORT    2019-APR-26-09:34:26.42
18C901_2019-116T09-45-14  6345  2  259  790    2089    2620  26263 13350 1  5  4  2  144.098   67.318   0.000    0.431    0.425 100.000  16.537 OCC_SOL  SHORT    2019-APR-26-10:49:44.22
18C901_2019-116T09-45-14  6345  4  929 1482    2760    3313  26256 13387 1  5  4  2  145.275  145.186   0.000    0.438    0.437 100.000  16.551 OCC_SOL  SHORT    2019-APR-26-11:32:17.43
18CA01_2019-116T11-43-07  6346  2  257  293    3593    3629  26274 11418 1  5  4  2   73.972   67.235   0.000    0.688    0.686 100.000  16.576 OCC_SOL  SHORT    2019-APR-26-12:46:51.67
18CA01_2019-116T11-43-07  6346  4  425  462    3761    3798  26279 11309 1  5  4  2   73.799   67.247   0.000    0.695    0.693 100.000  16.590 OCC_SOL  SHORT    2019-APR-26-13:28:31.89
18CB01_2019-116T13-41-03  6347  2  257  928    4069    4740  26282 12098 1  5  4  2  144.073   67.234   0.000    0.688    0.686 100.000  16.615 OCC_SOL  SHORT    2019-APR-26-14:44:44.09
18CB01_2019-116T13-41-03  6347  4 1067 1780    4880    5593  26283 11836 1  5  4  2  145.135  145.089   0.000    0.694    0.694 100.000  16.629 OCC_SOL  SHORT    2019-APR-26-15:28:07.80
18CC01_2019-116T15-39-01  6348  2  263  797    5875    6409  26291 13927 1  5  4  2  144.396   67.318   0.000    0.431    0.425 100.000  16.654 OCC_SOL  SHORT    2019-APR-26-16:43:56.69
18CC01_2019-116T15-39-01  6348  4  936 1497    6548    7109  26307 13973 1  5  4  2  145.275  145.273   0.000    0.438    0.437 100.000  16.668 OCC_SOL  SHORT    2019-APR-26-17:25:59.50
18CE01_2019-116T19-34-48  6350  2  259  936    7869    8546  26314 12428 1  5  4  2  144.311   67.235   0.000    0.688    0.686 100.000  16.732 OCC_SOL  SHORT    2019-APR-26-20:38:44.68
18CE01_2019-116T19-34-48  6350  4 1075 1798    8686    9409  26318 12227 1  5  4  2  145.005  145.002   0.000    0.694    0.694 100.000  16.746 OCC_SOL  SHORT    2019-APR-26-21:21:39.52
18CF01_2019-116T21-32-38  6351  2  263  801    9690   10228  26311 14176 1  5  4  2  144.750   67.320   0.000    0.431    0.426 100.000  16.771 OCC_SOL  SHORT    2019-APR-26-22:37:33.10
18CF01_2019-116T21-32-38  6351  4  940 1506   10368   10934  26319 14117 1  5  4  2  145.100  145.097   0.000    0.438    0.436 100.000  16.785 OCC_SOL  SHORT    2019-APR-26-23:19:29.53
18D001_2019-116T23-30-32  6352  2  261  296   11217   11252  26317 12283 1  5  4  2   74.152   67.235   0.000    0.688    0.686 100.000  16.809 OCC_SOL  SHORT    2019-APR-27-00:34:32.51
18D001_2019-116T23-30-32  6352  4  427  466   11383   11422  26295 12301 1  5  4  2   73.480   67.246   0.000    0.695    0.693 100.000  16.823 OCC_SOL  SHORT    2019-APR-27-01:15:22.80
18D101_2019-117T01-28-27  6353  2  265  807   11701   12243  26325 14215 1  5  4  2  144.409   67.318   0.000    0.431    0.426 100.000  16.849 OCC_SOL  SHORT    2019-APR-27-02:33:30.04
18D101_2019-117T01-28-27  6353  4  944 1511   12381   12948  26340 14178 1  5  4  2  145.225  145.185   0.000    0.438    0.437 100.000  16.862 OCC_SOL  SHORT    2019-APR-27-03:15:15.58
18D401_2019-117T07-22-11  6356  2  259  296     473     510  26338 12345 1  5  4  2   74.087   67.236   0.000    0.688    0.686 100.000  16.965 OCC_SOL  SHORT    2019-APR-27-08:26:04.30
18D401_2019-117T07-22-11  6356  4  425  464     639     678  26333 12234 1  5  4  2   73.475   67.247   0.000    0.695    0.694 100.000  16.978 OCC_SOL  SHORT    2019-APR-27-09:06:56.61
18D501_2019-117T09-20-00  6357  2  260  955     952    1647  26334 12873 1  5  4  2  144.303   67.234   0.000    0.688    0.686 100.000  17.004 OCC_SOL  SHORT    2019-APR-27-10:23:45.34
18D501_2019-117T09-20-00  6357  4 1086 1125    1779    1818  26336 12522 1  5  4  2   69.578   67.248   0.000    0.695    0.694 100.000  17.017 OCC_SOL  SHORT    2019-APR-27-11:04:45.89
18D901_2019-117T17-11-45  6361  2  265  821    3533    4089  26342 14250 1  5  4  2  144.623   67.318   0.000    0.431    0.425 100.000  17.159 OCC_SOL  SHORT    2019-APR-27-18:16:58.79
18D901_2019-117T17-11-45  6361  4  956 1540    4225    4809  26347 14256 1  5  4  2  145.276  145.273   0.000    0.438    0.437 100.000  17.173 OCC_SOL  SHORT    2019-APR-27-18:58:12.77
18DA01_2019-117T19-09-38  6362  2  475  478    5309    5312  26374 12532 1  5  4  2   67.251   67.250   0.000    0.687    0.686 100.000  17.215 OCC_SOL  SHORT    2019-APR-27-21:06:53.53
18DB01_2019-117T21-07-29  6363  1    1  240    5313    5552  26339 13457 1  5  4  2   72.434   67.250   0.000    0.688    0.687 100.000  17.219 OCC_SOL  SHORT    2019-APR-27-21:07:52.42
18DC01_2019-117T23-05-20  6364  2  261  298    6049    6086  26317 12711 1  5  4  2   73.782   67.235   0.000    0.688    0.686 100.000  17.276 OCC_SOL  SHORT    2019-APR-28-00:09:40.13
18DC01_2019-117T23-05-20  6364  4  425  462    6213    6250  26344 12505 1  5  4  2   73.812   67.247   0.000    0.695    0.694 100.000  17.289 OCC_SOL  SHORT    2019-APR-28-00:50:02.37
18DD01_2019-118T01-03-16  6365  2  265  828    6531    7094  26350 14265 1  5  4  2  144.441   67.320   0.000    0.431    0.427 100.000  17.315 OCC_SOL  SHORT    2019-APR-28-02:08:43.72
18DD01_2019-118T01-03-16  6365  4  961 1552    7228    7819  26348 14282 1  5  4  2  145.186  145.097   0.000    0.438    0.437 100.000  17.328 OCC_SOL  SHORT    2019-APR-28-02:49:36.66
18DF01_2019-118T04-59-09  6367  2  261  979     461    1179  26351 12899 1  5  4  2  144.485   67.282   0.000    0.703    0.700 100.000  17.392 OCC_SOL  SHORT    2019-APR-28-06:03:32.47
18DF01_2019-118T04-59-09  6367  4 1106 1145    1306    1345  26326 12333 1  5  4  2   73.514   67.295   0.000    0.710    0.709 100.000  17.405 OCC_SOL  SHORT    2019-APR-28-06:43:26.54
18E001_2019-118T06-57-02  6368  2  259  298    1620    1659  26363 12588 1  5  4  2   67.243   67.235   0.000    0.688    0.687 100.000  17.431 OCC_SOL  SHORT    2019-APR-28-08:01:10.12
18E001_2019-118T06-57-02  6368  4  423  462    1784    1823  26356 12644 1  5  4  2   73.476   67.247   0.000    0.695    0.694 100.000  17.444 OCC_SOL  SHORT    2019-APR-28-08:41:33.01
18E201_2019-118T10-52-44  6370  2  265  840    2580    3155  26365 14273 1  5  4  2  144.729   67.318   0.000    0.431    0.425 100.000  17.509 OCC_SOL  SHORT    2019-APR-28-11:58:11.87
18E201_2019-118T10-52-44  6370  4  971 1571    3287    3887  26355 14293 1  5  4  2  145.342  145.273   0.000    0.438    0.437 100.000  17.522 OCC_SOL  SHORT    2019-APR-28-12:38:51.71
18E301_2019-118T12-50-38  6371  2  261  298    4173    4210  26358 12727 1  5  4  2   73.828   67.237   0.000    0.688    0.686 100.000  17.547 OCC_SOL  SHORT    2019-APR-28-13:54:58.36
18E301_2019-118T12-50-38  6371  4  423  462    4335    4374  26375 12684 1  5  4  2   73.475   67.248   0.000    0.695    0.694 100.000  17.560 OCC_SOL  SHORT    2019-APR-28-14:35:04.52
18E401_2019-118T14-48-36  6372  2  265  844    4655    5235  26352 14314 1  5  4  2  144.329   67.319   0.000    0.431    0.426 100.000  17.586 OCC_SOL  SHORT    2019-APR-28-15:54:06.77
18E401_2019-118T14-48-36  6372  4  975 1583    5366    5974  26364 14317 1  5  4  2  145.276  145.273   0.000    0.438    0.437 100.000  17.600 OCC_SOL  SHORT    2019-APR-28-16:34:41.59
18E701_2019-118T20-42-21  6375  2  261 1002   12824   13565  26359 13183 1  5  4  2  144.544   67.236   0.000    0.689    0.687 100.000  17.702 OCC_SOL  SHORT    2019-APR-28-21:46:49.31
18E701_2019-118T20-42-21  6375  4 1127 1166   13691   13730  26367 12697 1  5  4  2   73.631   67.256   0.000    0.695    0.694 100.000  17.715 OCC_SOL  SHORT    2019-APR-28-22:26:28.45
18E801_2019-118T22-40-12  6376  2  265  856   14011   14603  26365 14309 1  5  4  2  144.189   67.321   0.000    0.431    0.427 100.000  17.742 OCC_SOL  SHORT    2019-APR-28-23:45:45.68
18E801_2019-118T22-40-12  6376  4  985 1605   14733   15353  26360 14313 1  5  4  2  145.193  145.185   0.000    0.438    0.437 100.000  17.755 OCC_SOL  SHORT    2019-APR-29-00:26:02.62
18E901_2019-119T00-38-06  6377  2  259  298   15639   15678  26357 12879 1  5  4  2   73.789   67.417   0.000    0.689    0.687 100.000  17.780 OCC_SOL  SHORT    2019-APR-29-01:42:24.18
18E901_2019-119T00-38-06  6377  4  425 1218   15805   16598  26361 12973 1  5  4  2  145.093  145.089   0.000    0.694    0.694 100.000  17.794 OCC_SOL  SHORT    2019-APR-29-02:23:56.66
18EA01_2019-119T02-36-05  6378  2  261 1014   16880   17633  26363 13286 1  5  4  2  144.173   67.236   0.000    0.689    0.687 100.000  17.819 OCC_SOL  SHORT    2019-APR-29-03:40:30.59
18EA01_2019-119T02-36-05  6378  4 1137 1176   17757   17796  26348 12631 1  5  4  2   73.473   67.247   0.000    0.695    0.693 100.000  17.832 OCC_SOL  SHORT    2019-APR-29-04:19:58.79
18ED01_2019-119T08-29-48  6381  2  265  868     467    1070  26364 14305 1  5  4  2  144.237   67.320   0.000    0.431    0.427 100.000  17.935 OCC_SOL  SHORT    2019-APR-29-09:35:18.34
18ED01_2019-119T08-29-48  6381  4  995 1627    1198    1830  26357 14270 1  5  4  2  145.188  145.186   0.000    0.438    0.437 100.000  17.949 OCC_SOL  SHORT    2019-APR-29-10:15:22.57
18EE01_2019-119T10-27-40  6382  2  261  300    2118    2157  26349 12709 1  5  4  2   73.463   67.237   0.000    0.689    0.687 100.000  17.974 OCC_SOL  SHORT    2019-APR-29-11:32:14.92
18EE01_2019-119T10-27-40  6382  4  419  460    2276    2317  26363 12634 1  5  4  2   73.177   67.248   0.000    0.695    0.694 100.000  17.987 OCC_SOL  SHORT    2019-APR-29-12:11:22.92
18F001_2019-119T14-23-31  6384  2  285 1055    4260    5030  26353 13014 1  5  4  2  144.657   67.235   0.000    0.689    0.687 100.000  18.051 OCC_SOL  SHORT    2019-APR-29-15:28:28.81
18F001_2019-119T14-23-31  6384  4 1182 2001    5158    5977  26360 12948 1  5  4  2  145.093  145.090   0.000    0.695    0.694 100.000  18.065 OCC_SOL  SHORT    2019-APR-29-16:09:01.73
18F101_2019-119T16-21-28  6385  2  261 1035    6261    7035  26364 13034 1  5  4  2  144.371   67.412   0.000    0.689    0.687 100.000  18.090 OCC_SOL  SHORT    2019-APR-29-17:26:14.23
18F101_2019-119T16-21-28  6385  4 1160 1985    7161    7986  26356 12822 1  5  4  2  145.181  145.178   0.000    0.695    0.694 100.000  18.103 OCC_SOL  SHORT    2019-APR-29-18:06:54.63
18F301_2019-119T20-17-19  6387  2  265  885    8750    9370  26362 14323 1  5  4  2  144.266   67.320   0.000    0.431    0.427 100.000  18.168 OCC_SOL  SHORT    2019-APR-29-21:23:00.30
18F301_2019-119T20-17-19  6387  4 1010 1661    9496   10147  26364 14336 1  5  4  2  145.715  145.712   0.000    0.438    0.437 100.000  18.181 OCC_SOL  SHORT    2019-APR-29-22:02:35.60
18F401_2019-119T22-15-10  6388  2  263  302   10437   10476  26362 12934 1  5  4  2   73.461   67.234   0.000    0.689    0.687 100.000  18.206 OCC_SOL  SHORT    2019-APR-29-23:20:05.66
18F401_2019-119T22-15-10  6388  4  419  460   10593   10634  26384 12700 1  5  4  2   73.166   67.247   0.000    0.695    0.694 100.000  18.219 OCC_SOL  SHORT    2019-APR-29-23:58:44.84
18F501_2019-120T00-13-04  6389  2  267  892   10917   11542  26366 14284 1  5  4  2  144.274   67.321   0.000    0.431    0.427 100.000  18.245 OCC_SOL  SHORT    2019-APR-30-01:18:57.21
18F501_2019-120T00-13-04  6389  4 1015 1670   11667   12322  26372 14280 1  5  4  2  145.189  145.185   0.000    0.438    0.437 100.000  18.258 OCC_SOL  SHORT    2019-APR-30-01:58:16.67
18F601_2019-120T02-11-01  6390  2  263 1057   12612   13406  26367 13094 1  5  4  2  144.306   67.588   0.000    0.689    0.687 100.000  18.284 OCC_SOL  SHORT    2019-APR-30-03:15:48.68
18F601_2019-120T02-11-01  6390  4 1176 1217   13526   13567  26379 12711 1  5  4  2   73.472   67.248   0.000    0.695    0.694 100.000  18.296 OCC_SOL  SHORT    2019-APR-30-03:54:31.75
